player_name,Type,description,game_type,inning,inning_topbot,home_team,away_team,balls,strikes,stand,p_throws,plate_x,plate_z,sz_top,sz_bot,Ump_HP,Ump_Nation,Ump_Continent,actual,called,error,error_type,batter_team,pitcher_team,batter_continent,pitcher_continent,round,dist_x,dist_z,pmax_dist,border_dist,border_dist_inch,plate_x_abs,plate_z_norm,count_label,stand_L,p_throws_L,round_T,bat_Asia,bat_Europe,bat_LatAm,bat_Oceania,pit_Asia,pit_Europe,pit_LatAm,pit_Oceania
"Anthony, Roman",ball-ball,ball,F,7,Bot,USA,ITA,1,1,L,L,-1.014591244,1.88731126,3.326,1.679,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,0.306291244,-0.20831126,0.306291244,0.306291244,3.675494928,1.014591244,0.126479211,1岿 1老,1,1,0,0,0,0,0,0,1,0,0
"Arenado, Nolan",ball-ball,ball,F,1,Bot,PUR,CAN,0,1,R,R,1.060426939,1.633345108,3.277,1.654,Alex MacKay,USA,North America,ball,ball,0,ball-ball,PUR,CAN,Latin America,North America,Preliminary,0.352126939,0.020654892,0.352126939,0.352126939,4.225523268,1.060426939,-0.012726366,0-1,0,0,0,0,0,1,0,0,0,0,0
"Wakatsuki, Kenya",ball-ball,ball,F,8,Bot,JPN,CZE,3,1,R,L,1.56928757,2.004533576,3.165,1.598,Ryan Additon,USA,North America,ball,ball,0,ball-ball,JPN,CZE,Asia,Europe,Preliminary,0.86098757,-0.406533576,0.86098757,0.86098757,10.33185084,1.56928757,0.259434318,3岿 1老,0,1,0,1,0,0,0,0,1,0,0
"Kozono, Kaito",ball-ball,ball,F,6,Bot,JPN,CZE,0,1,L,R,-0.809942317,5.103977999,3.121,1.575,Ryan Additon,USA,North America,ball,ball,0,ball-ball,JPN,CZE,Asia,Europe,Preliminary,0.101642317,1.982977999,1.982977999,1.982977999,23.79573599,0.809942317,2.282650711,0-1,1,0,0,1,0,0,0,0,1,0,0
"Muzik, Martin",ball-ball,ball,F,8,Top,JPN,CZE,0,0,R,L,-0.797834798,1.037461261,3.165,1.598,Ryan Additon,USA,North America,ball,ball,0,ball-ball,CZE,JPN,Europe,Asia,Preliminary,0.089534798,0.560538739,0.560538739,0.560538739,6.726464868,0.797834798,-0.357714575,0-0,0,1,0,0,1,0,0,1,0,0,0
"Black, Tyler",ball-ball,ball,F,3,Top,PUR,CAN,2,2,L,R,1.255576564,3.122714027,3.23,1.63,Alex MacKay,USA,North America,ball,ball,0,ball-ball,CAN,PUR,North America,Latin America,Preliminary,0.547276564,-0.107285973,0.547276564,0.547276564,6.567318768,1.255576564,0.932946267,2岿 2老,1,0,0,0,0,0,0,0,0,1,0
"Canzone, Dominic",ball-ball,ball,F,2,Top,USA,ITA,0,1,L,R,-1.996540776,1.626446129,3.209,1.619,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,ITA,USA,Europe,North America,Preliminary,1.288240776,-0.007446129,1.288240776,1.288240776,15.45888931,1.996540776,0.0046831,0-1,1,0,0,0,1,0,0,0,0,0,0
"Tromp, Chadwick",ball-ball,ball,F,9,Bot,NED,ISR,0,1,R,R,0.896040597,2.081648017,3.024,1.526,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,NED,ISR,Europe,Europe,Preliminary,0.187740597,-0.555648017,0.187740597,0.187740597,2.252887164,0.896040597,0.37092658,0-1,0,0,0,0,1,0,0,0,1,0,0
"Lopez, Otto",ball-ball,ball,F,2,Top,PUR,CAN,0,0,R,R,-0.924205954,3.298530618,3.137,1.583,Alex MacKay,USA,North America,ball,ball,0,ball-ball,CAN,PUR,North America,Latin America,Preliminary,0.215905954,0.161530618,0.215905954,0.215905954,2.590871448,0.924205954,1.103945057,0-0,0,0,0,0,0,0,0,0,0,1,0
"Stubbs, Garrett",ball-ball,ball,F,7,Top,NED,ISR,0,1,L,R,-1.982391527,2.144042443,3.073,1.551,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,ISR,NED,Europe,Europe,Preliminary,1.274091527,-0.593042443,1.274091527,1.274091527,15.28909832,1.982391527,0.389646809,0-1,1,0,0,0,1,0,0,0,1,0,0
"Albies, Ozzie",ball-ball,ball,F,8,Bot,NED,ISR,1,2,L,R,0.674069185,0.772326891,2.985,1.506,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,NED,ISR,Europe,Europe,Preliminary,-0.034230815,0.733673109,0.733673109,0.733673109,8.804077308,0.674069185,-0.496060249,1岿 2老,1,0,0,0,1,0,0,0,1,0,0
"Schwarber, Kyle",ball-ball,ball,F,1,Bot,USA,ITA,0,0,L,R,0.542041139,1.310767122,3.181,1.605,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,-0.166258861,0.294232878,0.294232878,0.294232878,3.530794536,0.542041139,-0.186695989,0-0,1,0,0,0,0,0,0,0,1,0,0
"Hicks, Liam",ball-ball,ball,F,6,Top,PUR,CAN,1,0,L,R,1.13177346,0.957203572,3.086,1.557,Alex MacKay,USA,North America,ball,ball,0,ball-ball,CAN,PUR,North America,Latin America,Preliminary,0.42347346,0.599796428,0.599796428,0.599796428,7.197557136,1.13177346,-0.392280201,Jan-00,1,0,0,0,0,0,0,0,0,1,0
"Pospisil, Jan",ball-ball,ball,F,9,Top,JPN,CZE,1,2,L,R,-1.320842374,4.603318749,3.21,1.62,Ryan Additon,USA,North America,ball,ball,0,ball-ball,CZE,JPN,Europe,Asia,Preliminary,0.612542374,1.393318749,1.393318749,1.393318749,16.71982499,1.320842374,1.8763011,1岿 2老,1,0,0,0,1,0,0,1,0,0,0
"Crow-Armstrong, Pete",ball-ball,ball,F,9,Bot,USA,ITA,0,0,L,R,-1.667224828,2.039017802,3.202,1.616,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,0.958924828,-0.423017802,0.958924828,0.958924828,11.50709794,1.667224828,0.266719926,0-0,1,0,0,0,0,0,0,0,1,0,0
"Clementina, Hendrik",ball-ball,ball,F,7,Bot,NED,ISR,1,0,R,R,1.023574992,2.476506245,3.299,1.665,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,NED,ISR,Europe,Europe,Preliminary,0.315274992,-0.811506245,0.315274992,0.315274992,3.783299904,1.023574992,0.496637849,Jan-00,0,0,0,0,1,0,0,0,1,0,0
"Hicks, Liam",ball-ball,ball,F,6,Top,PUR,CAN,0,0,L,R,-0.540529377,1.276741528,3.086,1.557,Alex MacKay,USA,North America,ball,ball,0,ball-ball,CAN,PUR,North America,Latin America,Preliminary,-0.167770623,0.280258472,0.280258472,0.280258472,3.363101664,0.540529377,-0.183295273,0-0,1,0,0,0,0,0,0,0,0,1,0
"Anthony, Roman",ball-ball,ball,F,7,Bot,USA,ITA,0,0,L,L,1.077110514,3.413622281,3.326,1.679,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,0.368810514,0.087622281,0.368810514,0.368810514,4.425726168,1.077110514,1.053201142,0-0,1,1,0,0,0,0,0,0,1,0,0
"Bader, Harrison",ball-ball,ball,F,3,Top,NED,ISR,0,2,R,R,2.047111831,-0.332459218,3.161,1.595,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,ISR,NED,Europe,Europe,Preliminary,1.338811831,1.927459218,1.927459218,1.927459218,23.12951062,2.047111831,-1.23081687,0-2,0,0,0,0,1,0,0,0,1,0,0
"Ramos, Heliot",ball-ball,ball,F,1,Bot,PUR,CAN,3,2,R,R,0.102084723,4.281210169,3.184,1.607,Alex MacKay,USA,North America,ball,ball,0,ball-ball,PUR,CAN,Latin America,North America,Preliminary,-0.606215277,1.097210169,1.097210169,1.097210169,13.16652203,0.102084723,1.695757875,3岿 2老,0,0,0,0,0,1,0,0,0,0,0
"Marsee, Jakob",ball-ball,ball,F,6,Top,USA,ITA,0,0,L,R,-1.03846961,2.22798303,3.212,1.621,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,ITA,USA,Europe,North America,Preliminary,0.33016961,-0.60698303,0.33016961,0.33016961,3.96203532,1.03846961,0.38151039,0-0,1,0,0,0,1,0,0,0,0,0,0
"Carrigg, Cole",ball-ball,ball,F,6,Top,NED,ISR,0,0,L,R,0.837709496,-0.443900591,3.285,1.658,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,ISR,NED,Europe,Europe,Preliminary,0.129409496,2.101900591,2.101900591,2.101900591,25.22280709,0.837709496,-1.291887272,0-0,1,0,0,0,1,0,0,0,1,0,0
"Witt Jr., Bobby",ball-ball,ball,F,6,Bot,USA,ITA,2,2,R,R,1.295752688,1.712419625,3.238,1.634,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,0.587452688,-0.078419625,0.587452688,0.587452688,7.049432256,1.295752688,0.048890041,2岿 2老,0,0,0,0,0,0,0,0,1,0,0
"Gelof, Jake",ball-ball,ball,F,8,Top,NED,ISR,1,1,R,R,0.980455422,2.144365386,3.21,1.62,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,ISR,NED,Europe,Europe,Preliminary,0.272155422,-0.524365386,0.272155422,0.272155422,3.265865064,0.980455422,0.329789551,1岿 1老,0,0,0,0,1,0,0,0,1,0,0
"Morishita, Shota",ball-ball,ball,F,8,Bot,JPN,CZE,2,2,R,L,-1.716749655,2.658419877,3.21,1.62,Ryan Additon,USA,North America,ball,ball,0,ball-ball,JPN,CZE,Asia,Europe,Preliminary,1.008449655,-0.551580123,1.008449655,1.008449655,12.10139586,1.716749655,0.653094262,2岿 2老,0,1,0,1,0,0,0,0,1,0,0
"Prokop, Milan",ball-ball,ball,F,7,Top,JPN,CZE,0,2,R,L,1.564462874,3.547988474,3.21,1.62,Ryan Additon,USA,North America,ball,ball,0,ball-ball,CZE,JPN,Europe,Asia,Preliminary,0.856162874,0.337988474,0.856162874,0.856162874,10.27395449,1.564462874,1.212571367,0-2,0,1,0,0,1,0,0,1,0,0,0
"Prokop, Milan",ball-ball,ball,F,2,Top,JPN,CZE,0,0,R,R,1.134452193,2.062268003,3.21,1.62,Ryan Additon,USA,North America,ball,ball,0,ball-ball,CZE,JPN,Europe,Asia,Preliminary,0.426152193,-0.442268003,0.426152193,0.426152193,5.113826316,1.134452193,0.278155977,0-0,0,0,0,0,1,0,0,1,0,0,0
"Mensik, Vojtech",ball-ball,ball,F,6,Top,JPN,CZE,1,1,R,L,1.16055995,2.327873582,3.21,1.62,Ryan Additon,USA,North America,ball,ball,0,ball-ball,CZE,JPN,Europe,Asia,Preliminary,0.45225995,-0.707873582,0.45225995,0.45225995,5.4271194,1.16055995,0.445203511,1岿 1老,0,1,0,0,1,0,0,1,0,0,0
"Judge, Aaron",ball-ball,ball,F,1,Bot,USA,ITA,3,0,R,R,1.003740111,2.035040116,3.523,1.778,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,0.295440111,-0.257040116,0.295440111,0.295440111,3.545281332,1.003740111,0.147300926,Mar-00,0,0,0,0,0,0,0,0,1,0,0
"Bogaerts, Xander",ball-ball,ball,F,1,Bot,NED,ISR,0,1,R,R,-1.636330672,3.264654589,3.285,1.658,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,NED,ISR,Europe,Europe,Preliminary,0.928030672,-0.020345411,0.928030672,0.928030672,11.13636806,1.636330672,0.987495138,0-1,0,0,0,0,1,0,0,0,1,0,0
"Wakatsuki, Kenya",ball-ball,ball,F,8,Bot,JPN,CZE,2,0,R,L,1.518018771,3.159139589,3.165,1.598,Ryan Additon,USA,North America,ball,ball,0,ball-ball,JPN,CZE,Asia,Europe,Preliminary,0.809718771,-0.005860411,0.809718771,0.809718771,9.716625252,1.518018771,0.996260108,Feb-00,0,1,0,1,0,0,0,0,1,0,0
"Judge, Aaron",ball-ball,ball,F,9,Bot,USA,ITA,0,2,R,R,0.848591697,1.560055996,3.523,1.778,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,0.140291697,0.217944004,0.217944004,0.217944004,2.615328048,0.848591697,-0.124896277,0-2,0,0,0,0,0,0,0,0,1,0,0
"Clementina, Hendrik",ball-ball,ball,F,7,Bot,NED,ISR,0,0,R,R,-1.495480794,3.127435352,3.299,1.665,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,NED,ISR,Europe,Europe,Preliminary,0.787180794,-0.171564648,0.787180794,0.787180794,9.446169528,1.495480794,0.895003275,0-0,0,0,0,0,1,0,0,0,1,0,0
"Ramos, Heliot",ball-ball,ball,F,1,Bot,PUR,CAN,2,2,R,R,-0.206420069,4.561261418,3.184,1.607,Alex MacKay,USA,North America,ball,ball,0,ball-ball,PUR,CAN,Latin America,North America,Preliminary,-0.501879931,1.377261418,1.377261418,1.377261418,16.52713702,0.206420069,1.873342687,2岿 2老,0,0,0,0,0,1,0,0,0,0,0
"Morishita, Shota",ball-ball,ball,F,8,Bot,JPN,CZE,1,2,R,L,2.281451748,2.815624489,3.21,1.62,Ryan Additon,USA,North America,ball,ball,0,ball-ball,JPN,CZE,Asia,Europe,Preliminary,1.573151748,-0.394375511,1.573151748,1.573151748,18.87782098,2.281451748,0.751965087,1岿 2老,0,1,0,1,0,0,0,0,1,0,0
"Turang, Brice",ball-ball,ball,F,9,Bot,USA,ITA,1,2,L,R,-0.141635525,0.730514669,3.21,1.62,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,-0.566664475,0.889485331,0.889485331,0.889485331,10.67382397,0.141635525,-0.559424736,1岿 2老,1,0,0,0,0,0,0,0,1,0,0
"Black, Tyler",ball-ball,ball,F,3,Top,PUR,CAN,1,2,L,R,-1.411031904,2.381867268,3.23,1.63,Alex MacKay,USA,North America,ball,ball,0,ball-ball,CAN,PUR,North America,Latin America,Preliminary,0.702731904,-0.751867268,0.702731904,0.702731904,8.432782848,1.411031904,0.469917043,1岿 2老,1,0,0,0,0,0,0,0,0,1,0
"Wakatsuki, Kenya",ball-ball,ball,F,8,Bot,JPN,CZE,1,0,R,L,0.356639438,0.199383032,3.165,1.598,Ryan Additon,USA,North America,ball,ball,0,ball-ball,JPN,CZE,Asia,Europe,Preliminary,-0.351660562,1.398616968,1.398616968,1.398616968,16.78340362,0.356639438,-0.892544332,Jan-00,0,1,0,1,0,0,0,0,1,0,0
"Yoshida, Masataka",ball-ball,ball,F,1,Bot,JPN,CZE,0,0,L,R,-1.236440058,4.529473713,3.022,1.525,Ryan Additon,USA,North America,ball,ball,0,ball-ball,JPN,CZE,Asia,Europe,Preliminary,0.528140058,1.507473713,1.507473713,1.507473713,18.08968456,1.236440058,2.006996468,0-0,1,0,0,1,0,0,0,0,1,0,0
"Mensik, Vojtech",ball-ball,ball,F,6,Top,JPN,CZE,0,1,R,L,1.455172517,4.076306078,3.21,1.62,Ryan Additon,USA,North America,ball,ball,0,ball-ball,CZE,JPN,Europe,Asia,Preliminary,0.746872517,0.866306078,0.866306078,0.866306078,10.39567294,1.455172517,1.54484659,0-1,0,1,0,0,1,0,0,1,0,0,0
"Hicks, Liam",ball-ball,ball,F,4,Top,PUR,CAN,0,0,L,L,1.145660319,3.324530658,3.086,1.557,Alex MacKay,USA,North America,ball,ball,0,ball-ball,CAN,PUR,North America,Latin America,Preliminary,0.437360319,0.238530658,0.437360319,0.437360319,5.248323828,1.145660319,1.156004354,0-0,1,1,0,0,0,0,0,0,0,1,0
"Judge, Aaron",ball-ball,ball,F,1,Bot,USA,ITA,2,0,R,R,0.64147595,1.495237825,3.523,1.778,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,-0.06682405,0.282762175,0.282762175,0.282762175,3.3931461,0.64147595,-0.162041361,Feb-00,0,0,0,0,0,0,0,0,1,0,0
"Naylor, Josh",ball-ball,ball,F,7,Top,PUR,CAN,1,2,L,R,1.078097228,2.651345373,3.11,1.57,Alex MacKay,USA,North America,ball,ball,0,ball-ball,CAN,PUR,North America,Latin America,Preliminary,0.369797228,-0.458654627,0.369797228,0.369797228,4.437566736,1.078097228,0.70217232,1岿 2老,1,0,0,0,0,0,0,0,0,1,0
"Schreck, RJ",ball-ball,ball,F,1,Top,NED,ISR,2,2,L,L,-0.915006402,-0.577013129,3.221,1.625,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,ISR,NED,Europe,Europe,Preliminary,0.206706402,2.202013129,2.202013129,2.202013129,26.42415755,0.915006402,-1.379707474,2岿 2老,1,1,0,0,1,0,0,0,1,0,0
"Didder, Ray-Patrick",ball-ball,ball,F,2,Bot,NED,ISR,1,0,R,R,1.326987099,2.131919741,3.121,1.575,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,NED,ISR,Europe,Europe,Preliminary,0.618687099,-0.556919741,0.618687099,0.618687099,7.424245188,1.326987099,0.360232691,Jan-00,0,0,0,0,1,0,0,0,1,0,0
"Gregorius, Didi",ball-ball,ball,F,4,Bot,NED,ISR,0,1,L,R,-1.234295252,3.618397378,3.27,1.62,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,NED,ISR,Europe,Europe,Preliminary,0.525995252,0.348397378,0.525995252,0.525995252,6.311943024,1.234295252,1.211149926,0-1,1,0,0,0,1,0,0,0,1,0,0
"Nori, Dante",ball-ball,ball,F,6,Top,USA,ITA,1,1,L,R,-1.14941527,0.843716638,3.063,1.546,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,ITA,USA,Europe,North America,Preliminary,0.44111527,0.702283362,0.702283362,0.702283362,8.427400344,1.14941527,-0.462942229,1岿 1老,1,0,0,0,1,0,0,0,0,0,0
"Judge, Aaron",ball-ball,ball,F,1,Bot,USA,ITA,1,0,R,R,1.106591104,1.779613421,3.523,1.778,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,0.398291104,-0.001613421,0.398291104,0.398291104,4.779493248,1.106591104,9.25E-04,Jan-00,0,0,0,0,0,0,0,0,1,0,0
"Didder, Ray-Patrick",ball-ball,ball,F,2,Bot,NED,ISR,0,0,R,R,1.933577875,2.501524949,3.121,1.575,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,NED,ISR,Europe,Europe,Preliminary,1.225277875,-0.619475051,1.225277875,1.225277875,14.7033345,1.933577875,0.599304624,0-0,0,0,0,0,1,0,0,0,1,0,0
"Black, Tyler",ball-ball,ball,F,2,Top,PUR,CAN,2,1,L,R,0.676469404,0.408992882,3.23,1.63,Alex MacKay,USA,North America,ball,ball,0,ball-ball,CAN,PUR,North America,Latin America,Preliminary,-0.031830596,1.221007118,1.221007118,1.221007118,14.65208542,0.676469404,-0.763129449,2岿 1老,1,0,0,0,0,0,0,0,0,1,0
"Gelof, Jake",ball-ball,ball,F,8,Top,NED,ISR,0,0,R,R,1.455795328,1.295986551,3.21,1.62,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,ISR,NED,Europe,Europe,Preliminary,0.747495328,0.324013449,0.747495328,0.747495328,8.969943936,1.455795328,-0.203782043,0-0,0,0,0,0,1,0,0,0,1,0,0
"Witt Jr., Bobby",ball-ball,ball,F,7,Bot,USA,ITA,0,1,R,R,0.934183153,2.228474796,3.238,1.634,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,0.225883153,-0.594474796,0.225883153,0.225883153,2.710597836,0.934183153,0.370620197,0-1,0,0,0,0,0,0,0,0,1,0,0
"Caglianone, Jac",ball-ball,ball,F,4,Top,USA,ITA,1,2,L,L,-2.012125198,0.705372587,3.402,1.717,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,ITA,USA,Europe,North America,Preliminary,1.303825198,1.011627413,1.303825198,1.303825198,15.64590238,2.012125198,-0.600372352,1岿 2老,1,1,0,0,1,0,0,0,0,0,0
"Okamoto, Kazuma",ball-ball,ball,F,6,Bot,JPN,CZE,0,0,R,R,-1.612388921,2.780219397,3.256,1.643,Ryan Additon,USA,North America,ball,ball,0,ball-ball,JPN,CZE,Asia,Europe,Preliminary,0.904088921,-0.475780603,0.904088921,0.904088921,10.84906705,1.612388921,0.705033724,0-0,0,0,0,1,0,0,0,0,1,0,0
"Wakatsuki, Kenya",ball-ball,ball,F,8,Bot,JPN,CZE,0,0,R,L,1.684941473,1.739909368,3.165,1.598,Ryan Additon,USA,North America,ball,ball,0,ball-ball,JPN,CZE,Asia,Europe,Preliminary,0.976641473,-0.141909368,0.976641473,0.976641473,11.71969768,1.684941473,0.090561179,0-0,0,1,0,1,0,0,0,0,1,0,0
"Toro, Abraham",ball-ball,ball,F,6,Top,PUR,CAN,2,1,L,R,1.080773231,1.316354069,3.197,1.614,Alex MacKay,USA,North America,ball,ball,0,ball-ball,CAN,PUR,North America,Latin America,Preliminary,0.372473231,0.297645931,0.372473231,0.372473231,4.469678772,1.080773231,-0.188026488,2岿 1老,1,0,0,0,0,0,0,0,0,1,0
"Lugo, Matthew",ball-ball,ball,F,4,Bot,PUR,CAN,0,0,R,L,-0.480305857,1.312569477,3.217,1.624,Alex MacKay,USA,North America,ball,ball,0,ball-ball,PUR,CAN,Latin America,North America,Preliminary,-0.227994143,0.311430523,0.311430523,0.311430523,3.737166276,0.480305857,-0.195499387,0-0,0,1,0,0,0,1,0,0,0,0,0
"Rafaela, Ceddanne",ball-ball,ball,F,1,Bot,NED,ISR,0,0,R,R,1.368418037,1.281497728,3.11,1.57,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,NED,ISR,Europe,Europe,Preliminary,0.660118037,0.288502272,0.660118037,0.660118037,7.921416444,1.368418037,-0.187339138,0-0,0,0,0,0,1,0,0,0,1,0,0
"Horwitz, Spencer",ball-ball,ball,F,7,Top,NED,ISR,1,1,L,R,0.78829619,1.138303238,3.133,1.581,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,ISR,NED,Europe,Europe,Preliminary,0.07999619,0.442696762,0.442696762,0.442696762,5.312361144,0.78829619,-0.285242759,1岿 1老,1,0,0,0,1,0,0,0,1,0,0
"Turang, Brice",ball-ball,ball,F,9,Bot,USA,ITA,0,1,L,R,-0.963540451,2.348704852,3.21,1.62,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,0.255240451,-0.728704852,0.255240451,0.255240451,3.062885412,0.963540451,0.458304938,0-1,1,0,0,0,0,0,0,0,1,0,0
"Albies, Ozzie",ball-ball,ball,F,8,Bot,NED,ISR,0,0,L,R,-0.354918045,0.909481202,2.985,1.506,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,NED,ISR,Europe,Europe,Preliminary,-0.353381955,0.596518798,0.596518798,0.596518798,7.158225576,0.354918045,-0.403325759,0-0,1,0,0,0,1,0,0,0,1,0,0
"Smith, Will",ball-ball,ball,F,7,Bot,USA,ITA,1,2,R,L,-1.767271879,2.04971439,3.138,1.583,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,1.058971879,-0.46671439,1.058971879,1.058971879,12.70766255,1.767271879,0.300137871,1岿 2老,0,1,0,0,0,0,0,0,1,0,0
"Schwarber, Kyle",ball-ball,ball,F,8,Bot,USA,ITA,1,2,L,R,0.175527676,1.002804456,3.181,1.605,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,-0.532772324,0.602195544,0.602195544,0.602195544,7.226346528,0.175527676,-0.382103772,1岿 2老,1,0,0,0,0,0,0,0,1,0,0
"Morishita, Shota",ball-ball,ball,F,8,Bot,JPN,CZE,0,1,R,L,1.205483726,3.021505968,3.21,1.62,Ryan Additon,USA,North America,ball,ball,0,ball-ball,JPN,CZE,Asia,Europe,Preliminary,0.497183726,-0.188494032,0.497183726,0.497183726,5.966204712,1.205483726,0.881450294,0-1,0,1,0,1,0,0,0,0,1,0,0
"Black, Tyler",ball-ball,ball,F,2,Top,PUR,CAN,1,1,L,R,-1.547392323,3.655421056,3.23,1.63,Alex MacKay,USA,North America,ball,ball,0,ball-ball,CAN,PUR,North America,Latin America,Preliminary,0.839092323,0.425421056,0.839092323,0.839092323,10.06910788,1.547392323,1.26588816,1岿 1老,1,0,0,0,0,0,0,0,0,1,0
"Naylor, Josh",ball-ball,ball,F,9,Top,PUR,CAN,2,0,L,R,-0.467144817,1.183365474,3.11,1.57,Alex MacKay,USA,North America,ball,ball,0,ball-ball,CAN,PUR,North America,Latin America,Preliminary,-0.241155183,0.386634526,0.386634526,0.386634526,4.639614312,0.467144817,-0.251061381,Feb-00,1,0,0,0,0,0,0,0,0,1,0
"Judge, Aaron",ball-ball,ball,F,1,Bot,USA,ITA,0,0,R,R,0.998946952,1.13050612,3.523,1.778,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,USA,ITA,North America,Europe,Preliminary,0.290646952,0.64749388,0.64749388,0.64749388,7.76992656,0.998946952,-0.371056665,0-0,0,0,0,0,0,0,0,0,1,0,0
"Cervenka, Martin",ball-ball,ball,F,1,Top,JPN,CZE,0,1,R,R,-0.846506197,2.5321651,3.388,1.71,Ryan Additon,USA,North America,ball,ball,0,ball-ball,CZE,JPN,Europe,Asia,Preliminary,0.138206197,-0.8221651,0.138206197,0.138206197,1.658474364,0.846506197,0.489967282,0-1,0,0,0,0,1,0,0,1,0,0,0
"Gregorius, Didi",ball-ball,ball,F,6,Bot,NED,ISR,1,1,L,R,1.059336834,2.110498614,3.27,1.62,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,NED,ISR,Europe,Europe,Preliminary,0.351036834,-0.490498614,0.351036834,0.351036834,4.212442008,1.059336834,0.297271887,1岿 1老,1,0,0,0,1,0,0,0,1,0,0
"Pasquantino, Vinnie",ball-ball,ball,F,7,Top,USA,ITA,1,2,L,L,0.307019112,0.643609016,3.363,1.697,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,ITA,USA,Europe,North America,Preliminary,-0.401280888,1.053390984,1.053390984,1.053390984,12.64069181,0.307019112,-0.632287505,1岿 2老,1,1,0,0,1,0,0,0,0,0,0
"Nori, Dante",ball-ball,ball,F,6,Top,USA,ITA,0,0,L,R,-0.907971999,1.39913526,3.063,1.546,Roberto Ortiz,PUR,North America,ball,ball,0,ball-ball,ITA,USA,Europe,North America,Preliminary,0.199671999,0.14686474,0.199671999,0.199671999,2.396063988,0.907971999,-0.096812617,0-0,1,0,0,0,1,0,0,0,0,0,0
"Naylor, Josh",ball-ball,ball,F,9,Top,PUR,CAN,1,0,L,R,0.930455757,1.320722561,3.11,1.57,Alex MacKay,USA,North America,ball,ball,0,ball-ball,CAN,PUR,North America,Latin America,Preliminary,0.222155757,0.249277439,0.249277439,0.249277439,2.991329268,0.930455757,-0.161868467,Jan-00,1,0,0,0,0,0,0,0,0,1,0
"Toro, Abraham",ball-ball,ball,F,6,Top,PUR,CAN,1,0,L,R,1.275255698,2.382692856,3.197,1.614,Alex MacKay,USA,North America,ball,ball,0,ball-ball,CAN,PUR,North America,Latin America,Preliminary,0.566955698,-0.768692856,0.566955698,0.566955698,6.803468376,1.275255698,0.485592455,Jan-00,1,0,0,0,0,0,0,0,0,1,0
"Schreck, RJ",ball-ball,ball,F,1,Top,NED,ISR,1,0,L,L,1.502199255,2.315035809,3.221,1.625,Shane Livensparger,USA,North America,ball,ball,0,ball-ball,ISR,NED,Europe,Europe,Preliminary,0.793899255,-0.690035809,0.793899255,0.793899255,9.52679106,1.502199255,0.432353264,Jan-00,1,1,0,0,1,0,0,0,1,0,0
