Type,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,description,zone,des,game_type,stand,p_throws,home_team,away_team,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,outs_when_up,inning,inning_topbot,Ump_HP,Ump_Nation,Ump_Continent,Ump_Birth,Ump_year,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,spin_axis,delta_home_win_exp,delta_run_exp,delta_pitcher_run_exp,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in
ball-ball,ST,3/17/2026,83.1,-2.23,5.69,"Turang, Brice",668930,660825,ball,13,Ball,W,L,R,USA,VEN,B,1,2,1.58,-0.25,-0.841892089,0.997494295,2,5,Bot,Dan Bellino,USA,North America,1978,15,-0.003018029,-120.9012946,-3.430315213,15.33236099,26.31666537,-34.05905792,3.21,1.62,81.6,2792,5.6,788094,54.95,36,5,0,2,0,2,2,0,0,2,46,0.003,0.047,-0.047,-2,-2,0.231,0.231,30,26,31,27,3.58,-1.58,1.58
ball-ball,FF,3/17/2026,98.9,-2.09,5.36,"Witt Jr., Bobby",677951,600921,ball,14,Ball,W,R,R,USA,VEN,B,2,0,-0.69,1.43,0.924529422,2.242360095,2,8,Bot,Dan Bellino,USA,North America,1978,15,9.85527425,-143.5991969,-6.282796122,-11.89114078,35.05819805,-11.06441075,3.238,1.634,99.6,2286,6.9,788094,53.56,57,3,0,2,0,2,2,0,0,2,215,0.008,0.115,-0.115,-2,-2,0.101,0.101,33,26,33,26,0.92,0.69,0.69
ball-ball,CU,3/17/2026,82,0.92,5.96,"Schwarber, Kyle",656941,593958,ball,13,Ball,W,L,L,USA,VEN,B,0,1,-0.3,-0.47,-0.92528727,0.421024755,0,2,Bot,Dan Bellino,USA,North America,1978,15,-3.51495247,-119.2940362,-4.681766847,-2.056889886,25.62832735,-35.80713012,3.181,1.605,81.4,2369,6.2,788094,54.34,11,2,0,0,0,0,0,0,0,0,290,0.002,0.045,-0.045,0,0,0.548,0.548,33,33,33,33,3.89,-0.3,-0.3
ball-ball,SI,3/17/2026,98.3,-2.47,5.22,"Witt Jr., Bobby",677951,600921,ball,13,Ball,W,R,R,USA,VEN,B,1,0,-1.48,0.87,-1.439983715,2.424418152,2,8,Bot,Dan Bellino,USA,North America,1978,15,6.301772006,-142.9829025,-4.001598487,-21.80024969,32.7456367,-19.47019828,3.238,1.634,99.2,2177,6.8,788094,53.72,57,2,0,2,0,2,2,0,0,2,214,0.005,0.074,-0.074,-2,-2,0.096,0.096,33,26,33,26,1.49,1.48,1.48
ball-ball,SL,3/17/2026,86.6,2.81,4.96,"Bregman, Alex",608324,672582,ball,14,Ball,W,R,L,USA,VEN,B,2,1,-0.2,-0.38,1.530140173,2.211026955,1,7,Bot,Dan Bellino,USA,North America,1978,15,-2.57419359,-126.0996952,0.558818282,-1.611653701,24.62410093,-36.57256938,3.126,1.578,85.6,2499,5.5,788094,54.98,49,4,0,2,0,2,2,0,0,2,306,0.014,0.144,-0.144,-2,-2,0.186,0.186,26,32,27,32,3.41,-0.2,0.2
ball-ball,SI,3/17/2026,95.8,-2.18,5.28,"Harper, Bryce",547180,676130,ball,14,Ball,W,L,R,USA,VEN,B,2,0,-1.3,1.07,0.798276408,0.696190925,2,6,Bot,Dan Bellino,USA,North America,1978,15,10.765441,-138.8959595,-8.669391643,-19.27347704,31.94990705,-16.41653518,3.265,1.648,95.8,2211,6.5,788094,53.95,42,3,0,2,0,2,2,0,0,2,210,0.006,0.115,-0.115,-2,-2,0.206,0.206,28,33,28,34,1.44,1.3,-1.3
ball-ball,SL,3/17/2026,87.4,-2.07,5.61,"Abreu, Wilyer",677800,676684,ball,13,Ball,W,L,R,USA,VEN,B,1,0,0.13,-0.26,-0.481898408,0.998265967,1,7,Top,Dan Bellino,USA,North America,1978,15,3.492898937,-127.0659771,-4.039160708,0.536742245,29.93571422,-34.25474853,3.117,1.573,86.6,2663,6.2,788094,54.32,46,2,0,2,2,0,2,0,2,0,35,-0.005,0.074,-0.074,-2,2,0.182,0.818,31,27,31,27,3.29,-0.13,0.13
ball-ball,CH,3/17/2026,91.8,-2.19,5.59,"Turang, Brice",668930,660825,ball,13,Ball,W,L,R,USA,VEN,B,0,1,-1.34,0.83,-1.011830038,1.53233695,2,5,Bot,Dan Bellino,USA,North America,1978,15,5.850200807,-133.5130769,-5.976354347,-17.28237788,29.53304909,-21.08922873,3.21,1.62,91.2,1972,6,788094,54.46,36,2,0,2,0,2,2,0,0,2,208,0.001,0.039,-0.039,-2,-2,0.233,0.233,30,26,31,27,1.88,1.34,-1.34
ball-ball,FF,3/17/2026,98.4,-0.89,5.52,"Anthony, Roman",701350,694037,ball,11,Ball,W,L,R,USA,VEN,B,0,0,-1.01,1.39,-1.073339243,4.967506024,2,9,Bot,Dan Bellino,USA,North America,1978,15,1.93814229,-143.2011133,0.854776938,-14.33746033,35.53787706,-13.55152474,3.326,1.679,99.5,2362,7.1,788094,53.41,68,1,2,3,2,3,3,2,2,3,217,0.005,0.045,-0.045,-1,-1,0.047,0.047,26,22,26,22,0.97,1.01,-1.01
ball-ball,FF,3/17/2026,94.7,-1.83,5.73,"Abreu, Wilyer",677800,676684,ball,13,Ball,W,L,R,USA,VEN,B,0,0,-0.65,1.33,-0.950205393,2.195538869,1,7,Top,Dan Bellino,USA,North America,1978,15,3.744507998,-137.6702392,-6.252163114,-9.141787634,34.33798465,-14.12996552,3.117,1.573,93.9,2085,6.1,788094,54.36,46,1,0,2,2,0,2,0,2,0,214,-0.002,0.044,-0.044,-2,2,0.184,0.816,31,27,31,27,1.25,0.65,-0.65
ball-ball,SI,3/17/2026,93.5,-0.97,5.98,"Su?rez, Eugenio",553993,676477,ball,11,Ball,W,R,R,USA,VEN,B,1,1,-1.09,1.4,-0.971783379,2.936617766,0,9,Top,Dan Bellino,USA,North America,1978,15,2.48221275,-136.122227,-5.108300767,-14.02755768,31.66505955,-13.83430135,3.171,1.6,95.1,2137,7.3,788094,53.16,61,3,2,2,2,2,2,2,2,2,227,-0.093,0.067,-0.067,0,0,0.423,0.577,30,34,30,35,1.21,1.09,1.09
ball-ball,SL,3/17/2026,86.5,-2.36,5.33,"Harper, Bryce",547180,676130,ball,14,Ball,W,L,R,USA,VEN,B,1,0,0.17,-0.01,0.285494781,0.256167313,2,6,Bot,Dan Bellino,USA,North America,1978,15,5.933894612,-125.7689843,-5.601811056,0.484709089,27.29872942,-31.22708698,3.265,1.648,86.9,2731,6.8,788094,53.72,42,2,0,2,0,2,2,0,0,2,64,0.004,0.074,-0.074,-2,-2,0.202,0.202,28,33,28,34,3.07,-0.17,0.17
ball-ball,CH,3/17/2026,86.9,1.33,5.85,"Judge, Aaron",592450,593958,ball,14,Ball,W,R,L,USA,VEN,B,1,1,1.44,0.36,0.397239106,1.105043122,2,1,Bot,Dan Bellino,USA,North America,1978,15,-5.182227948,-126.3794025,-5.598664893,16.44484497,27.855252,-27.36213802,3.523,1.778,86.5,1859,6.2,788094,54.28,6,3,0,0,0,0,0,0,0,0,128,0.002,0.058,-0.058,0,0,0.509,0.509,33,34,33,34,2.69,1.44,-1.44
ball-ball,FF,3/17/2026,97.2,-0.86,5.28,"Garcia, Maikel",672580,643377,ball,14,Ball,W,R,R,USA,VEN,B,0,1,-0.7,1.44,0.680774436,1.365006706,2,8,Top,Dan Bellino,USA,North America,1978,15,5.730307647,-141.2052494,-8.066049959,-10.76642252,34.15323768,-11.19887624,3.262,1.646,97.3,2575,6.6,788094,53.93,54,2,0,2,2,0,2,0,2,0,217,-0.001,0.039,-0.039,-2,2,0.161,0.839,31,26,32,26,0.99,0.7,0.7
ball-ball,CH,3/17/2026,88.1,-2.31,5.38,"Harper, Bryce",547180,676130,ball,13,Ball,W,L,R,USA,VEN,B,0,0,-1.2,0.52,-1.458723925,1.716186246,2,6,Bot,Dan Bellino,USA,North America,1978,15,4.573379935,-128.026867,-3.556584276,-14.10208937,31.57898775,-25.86535335,3.265,1.648,87.4,2152,6.4,788094,54.13,42,1,0,2,0,2,2,0,0,2,236,0.002,0.045,-0.045,-2,-2,0.2,0.2,28,33,28,34,2.47,1.2,-1.2
ball-ball,SI,3/17/2026,96.6,2.72,5.2,"Bregman, Alex",608324,672582,ball,11,Ball,W,R,L,USA,VEN,B,0,0,1.27,0.54,-1.540039744,2.773845655,1,7,Bot,Dan Bellino,USA,North America,1978,15,-13.87468858,-139.8802812,-1.854417991,19.97052719,33.51562373,-24.93246631,3.126,1.578,94.6,1950,5.5,788094,54.95,49,1,0,2,0,2,2,0,0,2,132,0.005,0.055,-0.055,-2,-2,0.181,0.181,26,32,27,32,1.94,1.27,-1.27
ball-ball,CH,3/17/2026,88,1.17,5.84,"Judge, Aaron",592450,593958,ball,14,Ball,W,R,L,USA,VEN,B,0,1,1.24,0.83,0.047661691,0.993028876,2,1,Bot,Dan Bellino,USA,North America,1978,15,-5.284334587,-127.8696216,-7.059938781,14.67522718,28.47338502,-21.76889645,3.523,1.778,87.4,1725,6.2,788094,54.3,6,2,0,0,0,0,0,0,0,0,133,0.001,0.039,-0.039,0,0,0.508,0.508,33,34,33,34,2.14,1.24,-1.24
ball-ball,SI,3/17/2026,95.3,-1.9,5.76,"Tovar, Ezequiel",678662,676684,ball,11,Ball,W,R,R,USA,VEN,B,0,1,-1.29,0.96,-1.252200656,2.740902265,1,7,Top,Dan Bellino,USA,North America,1978,15,4.608014748,-138.7055519,-4.26372784,-17.62952409,31.72153118,-18.99090136,3.219,1.625,94.9,2181,6.1,788094,54.42,45,2,0,2,2,0,2,0,2,0,211,-0.001,0.044,-0.044,-2,2,0.203,0.797,31,24,31,25,1.55,1.29,1.29
ball-ball,SL,3/17/2026,84.6,-0.94,5.86,"Su?rez, Eugenio",553993,676477,ball,14,Ball,W,R,R,USA,VEN,B,0,0,-0.02,-0.13,1.70947075,1.391120997,0,9,Top,Dan Bellino,USA,North America,1978,15,6.251806844,-123.0222786,-3.561555512,-1.539541381,25.39059931,-33.00174384,3.171,1.6,85.9,2065,7.3,788094,53.25,61,1,2,2,2,2,2,2,2,2,32,-0.011,0.051,-0.051,0,0,0.419,0.581,30,34,30,35,3.33,0.02,0.02
ball-ball,FF,3/17/2026,97.4,-0.74,5.65,"Henderson, Gunnar",683002,694037,ball,11,Ball,W,L,R,USA,VEN,B,0,0,-0.8,1.64,-0.82179944,4.422956025,1,9,Bot,Dan Bellino,USA,North America,1978,15,1.669092921,-141.7804882,-1.406482544,-11.12096219,37.19703114,-10.13226929,3.329,1.68,97.5,2370,6.7,788094,53.82,67,1,2,3,2,3,3,2,2,3,211,0.01,0.055,-0.055,-1,-1,0.115,0.115,26,25,26,25,0.79,0.8,-0.8
ball-ball,SI,3/17/2026,97.3,-3.76,5.36,"Su?rez, Eugenio",553993,690997,ball,13,Ball,W,R,R,USA,VEN,B,0,0,-1.5,0.3,-1.494142692,1.953528603,0,2,Top,Dan Bellino,USA,North America,1978,15,9.481512317,-141.3411269,-4.004922162,-22.35154355,35.43641306,-27.41301669,3.171,1.6,96.7,2277,6.3,788094,54.22,7,1,0,0,0,0,0,0,0,0,228,-0.004,0.058,-0.058,0,0,0.5,0.5,24,34,25,35,2.14,1.5,1.5
ball-ball,SI,3/17/2026,96.3,-1.47,6.21,"Arraez, Luis",650333,641745,ball,13,Ball,W,L,R,USA,VEN,B,0,0,-1.08,0.99,-1.268274202,2.19035609,1,6,Top,Dan Bellino,USA,North America,1978,15,2.984921776,-139.9969634,-6.979481303,-14.757801,36.80412904,-17.7366351,3.12,1.58,94.9,2322,5.9,788094,54.57,38,1,0,2,2,0,2,0,2,0,195,-0.002,0.055,-0.055,-2,2,0.238,0.762,30,29,31,29,1.51,1.08,-1.08
ball-ball,SI,3/17/2026,97.5,2.5,5.19,"Schwarber, Kyle",656941,672582,ball,11,Ball,W,L,L,USA,VEN,B,1,2,1.36,0.29,-0.907302144,2.803357759,0,7,Bot,Dan Bellino,USA,North America,1978,15,-11.96601555,-141.3302608,-1.293212235,21.16436826,35.97656366,-28.19823635,3.181,1.605,95.2,2001,5.4,788094,55.08,48,4,0,2,0,2,2,0,0,2,130,0.006,0.062,-0.062,-2,-2,0.211,0.211,26,33,27,33,2.15,1.36,1.36
ball-ball,SI,3/17/2026,96.5,-1.79,5.72,"Smith, Will",669257,660825,ball,11,Ball,W,R,R,USA,VEN,B,1,2,-1.25,1.06,-0.180195552,4.313993048,1,5,Bot,Dan Bellino,USA,North America,1978,15,7.068526868,-140.3849491,-0.422835834,-18.19337989,34.48756124,-18.4335622,3.138,1.583,95.5,2088,5.9,788094,54.56,35,4,0,2,0,2,2,0,0,2,214,0.003,0.057,-0.057,-2,-2,0.252,0.252,30,31,31,31,1.41,1.25,1.25
ball-ball,FF,3/17/2026,99.2,-3.57,5.29,"Arraez, Luis",650333,690997,ball,14,Ball,W,L,R,USA,VEN,B,0,0,-0.91,1.32,0.993089637,1.754267819,2,1,Top,Dan Bellino,USA,North America,1978,15,14.41910573,-143.5316897,-7.103700051,-16.01542085,34.51517093,-12.31399537,3.12,1.58,98.7,2328,6.4,788094,54.1,3,1,0,0,0,0,0,0,0,0,229,-0.001,0.045,-0.045,0,0,0.538,0.462,24,29,25,29,1.03,0.91,-0.91
ball-ball,SI,3/17/2026,93.3,-0.84,6.07,"Arraez, Luis",650333,676477,ball,11,Ball,W,L,R,USA,VEN,B,2,1,-0.9,1.52,-0.112597499,3.780978837,0,9,Top,Dan Bellino,USA,North America,1978,15,3.937882846,-135.7903644,-3.390725492,-11.94713409,30.86147565,-12.91824124,3.12,1.58,94.8,2160,7.2,788094,53.26,60,4,2,2,2,2,2,2,2,2,222,-0.024,0.159,-0.159,0,0,0.492,0.508,30,29,30,29,1.11,0.9,-0.9
ball-ball,ST,3/17/2026,86.8,-0.98,5.22,"Acu?a Jr., Ronald",660670,643377,ball,14,Ball,W,R,R,USA,VEN,B,0,0,1.47,-0.16,1.027055641,1.709041804,1,8,Top,Dan Bellino,USA,North America,1978,15,1.69654499,-126.3906373,-1.61063586,15.21843274,28.51966593,-33.76606836,3.201,1.615,87.2,3067,6.7,788094,53.77,53,1,0,2,2,0,2,0,2,0,47,-0.001,0.055,-0.055,-2,2,0.15,0.85,31,28,32,29,3.21,-1.47,-1.47
ball-ball,FF,3/17/2026,99.1,-0.77,5.54,"Schwarber, Kyle",656941,694037,ball,11,Ball,W,L,R,USA,VEN,B,1,2,-0.87,1.55,-1.859431823,5.034567976,0,9,Bot,Dan Bellino,USA,North America,1978,15,-0.858249354,-144.2312316,0.553091353,-11.83355643,38.27492965,-11.14172002,3.181,1.605,100.6,2380,7.4,788094,53.05,66,4,2,3,2,3,3,2,2,3,213,0.013,0.062,-0.062,-1,-1,0.182,0.182,26,33,26,33,0.8,0.87,-0.87
ball-ball,SI,3/17/2026,81.7,-4.16,1.24,"Perez, Salvador",521692,643511,ball,13,Ball,W,R,R,USA,VEN,B,0,0,-0.3,-1.15,-1.334100668,2.025708433,2,9,Top,Dan Bellino,USA,North America,1978,15,6.791918727,-118.0734473,10.72271266,-4.230058607,24.56748141,-45.38920644,3.312,1.672,80.4,1837,6,788094,54.49,65,1,2,3,3,2,3,2,3,2,328,-0.002,0.039,-0.039,-1,1,0.17,0.83,35,36,36,36,4.64,0.3,0.3
ball-ball,SL,3/17/2026,89.1,-1.86,5.66,"Torres, Gleyber",650402,676684,ball,14,Ball,W,R,R,USA,VEN,B,0,2,0.31,0.29,2.662051473,0.508608378,0,7,Top,Dan Bellino,USA,North America,1978,15,10.26276813,-129.3022602,-6.930235596,1.313790732,27.13747056,-27.56087479,3.13,1.579,88.8,2744,6.3,788094,54.24,44,3,0,2,2,0,2,0,2,0,15,-0.002,0.034,-0.034,-2,2,0.191,0.809,31,29,31,30,2.59,-0.31,-0.31
ball-ball,FC,3/17/2026,90.1,1.18,5.86,"Harper, Bryce",547180,593958,ball,13,Ball,W,L,L,USA,VEN,B,0,1,0.02,0.84,-0.803804603,1.454977101,1,1,Bot,Dan Bellino,USA,North America,1978,15,-4.900677155,-131.0115883,-6.480736244,1.375689274,29.88933725,-21.24348055,3.265,1.648,89.5,2296,6.2,788094,54.34,5,2,0,0,0,0,0,0,0,0,158,0.001,0.044,-0.044,0,0,0.524,0.524,33,33,33,34,1.99,0.02,0.02
ball-ball,SI,3/17/2026,92.9,-0.94,5.88,"Arraez, Luis",650333,676477,ball,11,Ball,W,L,R,USA,VEN,B,1,0,-0.85,1.44,-0.300285891,3.348719732,0,9,Top,Dan Bellino,USA,North America,1978,15,3.580511602,-135.1725564,-3.717209933,-11.23075179,30.98459475,-14.00311475,3.12,1.58,93.9,2116,7,788094,53.49,60,2,2,2,2,2,2,2,2,2,227,-0.016,0.105,-0.105,0,0,0.492,0.508,30,29,30,29,1.22,0.85,-0.85
ball-ball,SI,3/17/2026,95.8,-1.82,5.79,"Smith, Will",669257,660825,ball,12,Ball,W,R,R,USA,VEN,B,0,1,-1.48,0.89,1.178254778,3.360993983,1,5,Bot,Dan Bellino,USA,North America,1978,15,11.14290932,-139.00025,-2.575987786,-21.77368239,33.62251708,-20.28431872,3.138,1.583,94.8,2138,6.1,788094,54.43,35,2,0,2,0,2,2,0,0,2,219,0.002,0.044,-0.044,-2,-2,0.254,0.254,30,31,31,31,1.62,1.48,1.48
ball-ball,ST,3/17/2026,86.5,-3.88,5.2,"Garcia, Maikel",672580,690997,ball,14,Ball,W,R,R,USA,VEN,B,0,0,1.84,0.15,1.231622437,1.644746854,0,1,Top,Dan Bellino,USA,North America,1978,15,8.128250223,-125.6391603,-2.242924719,17.49523462,28.51097813,-30.3190285,3.262,1.646,85.3,3202,5.9,788094,54.59,2,1,0,0,0,0,0,0,0,0,49,-0.005,0.051,-0.051,0,0,0.464,0.536,24,26,25,26,2.94,-1.84,-1.84
ball-ball,CH,3/17/2026,87.1,-2.32,5.47,"Crow-Armstrong, Pete",691718,676130,ball,13,Ball,W,L,R,USA,VEN,B,0,1,-1.31,0.51,-1.963050858,1.40025837,0,6,Bot,Dan Bellino,USA,North America,1978,15,3.606035295,-126.6313866,-4.316565198,-14.7223294,30.67001604,-25.99626281,3.202,1.616,86.8,1985,6.6,788094,53.92,40,2,0,2,0,2,2,0,0,2,237,0.003,0.045,-0.045,-2,-2,0.255,0.255,28,24,28,24,2.55,1.31,-1.31
ball-ball,SL,3/17/2026,86.9,2.55,5.15,"Schwarber, Kyle",656941,672582,ball,13,Ball,W,L,L,USA,VEN,B,0,1,-0.18,-0.42,-0.927989189,2.006150061,0,7,Bot,Dan Bellino,USA,North America,1978,15,-7.693643772,-126.3248124,-0.27352114,-0.343148362,26.1594259,-36.78198583,3.181,1.605,85.3,2534,5.3,788094,55.15,48,2,0,2,0,2,2,0,0,2,316,0.004,0.045,-0.045,-2,-2,0.215,0.215,26,33,27,33,3.44,-0.18,-0.18
ball-ball,SL,3/17/2026,84.3,-0.99,5.91,"Arraez, Luis",650333,676477,ball,14,Ball,W,L,R,USA,VEN,B,0,0,-0.13,-0.34,1.438317456,1.220825614,0,9,Top,Dan Bellino,USA,North America,1978,15,5.886245166,-122.6514072,-3.567927483,-2.528231639,25.20294647,-35.11716304,3.12,1.58,85,1965,6.8,788094,53.66,60,1,2,2,2,2,2,2,2,2,34,-0.008,0.058,-0.058,0,0,0.5,0.5,30,29,30,29,3.56,0.13,-0.13
ball-ball,SL,3/17/2026,72.8,-3.87,1.41,"Tovar, Ezequiel",678662,643511,ball,12,Ball,W,R,R,USA,VEN,B,0,0,0.92,1.33,1.277615528,3.022277613,1,9,Top,Dan Bellino,USA,North America,1978,15,8.480532849,-105.3224773,8.445655374,5.187175756,19.67901339,-24.27748124,3.219,1.625,71.6,2409,6,788094,54.55,63,1,2,3,3,2,3,2,3,2,109,-0.001,0.038,-0.038,-1,1,0.148,0.852,35,24,36,25,3.06,-0.92,-0.92
ball-ball,SI,3/17/2026,98.4,-1.48,6.13,"Acu?a Jr., Ronald",660670,641745,ball,13,Ball,W,R,R,USA,VEN,B,0,0,-1.12,0.85,-1.166936191,0.892239095,2,5,Top,Dan Bellino,USA,North America,1978,15,3.469963305,-142.8169943,-10.30580242,-16.07380048,38.41735192,-18.14127281,3.201,1.615,97.1,2394,6.1,788094,54.4,33,1,0,2,2,0,2,0,2,0,200,-0.001,0.045,-0.045,-2,2,0.28,0.72,30,28,31,29,1.55,1.12,1.12
ball-ball,SL,3/17/2026,88.2,-0.87,5.55,"Schwarber, Kyle",656941,694037,ball,12,Ball,W,L,R,USA,VEN,B,0,0,0.27,0.29,0.092215512,3.461491667,0,9,Bot,Dan Bellino,USA,North America,1978,15,1.755171682,-128.6028234,0.536184808,2.702348703,25.05896898,-29.24432992,3.181,1.605,89.9,2371,7.1,788094,53.43,66,1,2,3,2,3,3,2,2,3,162,0.013,0.058,-0.058,-1,-1,0.204,0.204,26,33,26,33,2.61,-0.27,0.27
ball-ball,CH,3/16/2026,87,-1.91,4.75,"Tovar, Ezequiel",678662,605400,ball,14,Ball,L,R,R,ITA,VEN,B,0,1,-1.41,0.26,0.265882786,0.870944788,1,4,Top,Jeremie Rehak,USA,North America,1987,6,8.148119876,-126.3264401,-3.382314657,-16.77711593,28.35950468,-28.82097353,3.219,1.625,87.2,1656,6.8,788093,53.73,28,2,2,1,1,2,1,2,1,2,249,-0.002,0.044,-0.044,1,-1,0.655,0.345,33,24,33,25,2.79,1.41,1.41
ball-ball,CH,3/16/2026,85.9,-1.92,4.68,"Arraez, Luis",650333,605400,ball,13,Ball,L,L,R,ITA,VEN,B,0,1,-1.34,0.26,-0.055067026,0.864489926,0,4,Top,Jeremie Rehak,USA,North America,1987,6,7.185587072,-124.8094311,-3.023223025,-15.51541475,27.38070046,-29.04318945,3.124,1.577,86.2,1763,6.8,788093,53.73,26,2,2,0,0,2,0,2,0,2,247,-0.003,0.045,-0.045,2,-2,0.733,0.267,33,29,33,29,2.86,1.34,-1.34
ball-ball,KC,3/16/2026,78.6,-1.83,4.88,"Garcia, Maikel",672580,605400,ball,14,Ball,L,R,R,ITA,VEN,B,0,0,1.22,-0.97,0.697970702,1.128717872,2,3,Top,Jeremie Rehak,USA,North America,1987,6,3.125977548,-114.3734812,0.911381703,9.901863404,25.24544177,-40.98558196,3.262,1.646,78.8,2656,6.9,788093,53.65,21,1,2,0,0,2,0,2,0,2,47,-0.002,0.041,-0.041,2,-2,0.741,0.259,33,26,33,26,4.72,-1.22,-1.22
ball-ball,SI,3/16/2026,91.3,-1.95,5.52,"Arraez, Luis",650333,547179,ball,13,Ball,L,L,R,ITA,VEN,B,2,0,-1.51,0.71,-0.432355525,1.16699527,2,7,Top,Jeremie Rehak,USA,North America,1987,6,7.008343391,-132.6833997,-6.289394898,-19.38788368,29.00721463,-22.64454258,3.124,1.577,90.3,2208,5.8,788093,54.72,58,3,2,3,3,2,3,2,3,2,235,-0.007,0.073,-0.073,-1,1,0.301,0.699,34,29,34,29,2.04,1.51,-1.51
ball-ball,KC,3/16/2026,78.2,-2.04,5.03,"Acu?a Jr., Ronald",660670,605400,ball,11,Ball,L,R,R,ITA,VEN,B,2,0,1.31,-0.94,-1.155904826,3.865939564,1,3,Top,Jeremie Rehak,USA,North America,1987,6,-0.586229566,-113.5819482,6.478161273,11.33219437,23.3963725,-41.8269483,3.201,1.615,78.6,2661,6.9,788093,53.57,20,3,2,0,0,2,0,2,0,2,58,-0.013,0.112,-0.112,2,-2,0.696,0.304,33,28,33,29,4.72,-1.31,-1.31
ball-ball,SI,3/16/2026,91.9,-1.88,5.48,"Arraez, Luis",650333,547179,ball,11,Ball,L,L,R,ITA,VEN,B,1,0,-1.42,0.67,-0.875783718,2.907436764,2,7,Top,Jeremie Rehak,USA,North America,1987,6,5.569380012,-133.719887,-1.924735166,-18.21318715,29.75980899,-23.96185455,3.124,1.577,90.8,2196,5.7,788093,54.78,58,2,2,3,3,2,3,2,3,2,231,-0.005,0.048,-0.048,-1,1,0.306,0.694,34,29,34,29,2.04,1.42,-1.42
ball-ball,KC,3/16/2026,78.1,-1.8,4.94,"Acu?a Jr., Ronald",660670,605400,ball,14,Ball,L,R,R,ITA,VEN,B,1,0,1.35,-0.83,0.754291614,1.233716992,1,3,Top,Jeremie Rehak,USA,North America,1987,6,2.904741668,-113.6565542,0.773756697,10.9668862,23.5494938,-39.71844493,3.201,1.615,78,2619,6.5,788093,54.02,20,2,2,0,0,2,0,2,0,2,51,-0.009,0.074,-0.074,2,-2,0.705,0.295,33,28,33,29,4.61,-1.35,-1.35
ball-ball,FF,3/16/2026,93.4,-1.92,5.65,"Arraez, Luis",650333,547179,ball,13,Ball,L,L,R,ITA,VEN,B,0,0,-0.99,1.22,-1.488975082,2.333114201,2,7,Top,Jeremie Rehak,USA,North America,1987,6,3.263393474,-135.9627405,-5.236778836,-12.92522804,31.85407605,-16.04984665,3.124,1.577,92.2,2370,5.7,788093,54.78,58,1,2,3,3,2,3,2,3,2,225,-0.002,0.037,-0.037,-1,1,0.308,0.692,34,29,34,29,1.4,0.99,-0.99
ball-ball,KC,3/16/2026,78.8,-1.93,4.92,"Acu?a Jr., Ronald",660670,605400,ball,11,Ball,L,R,R,ITA,VEN,B,0,0,1.49,-0.73,-0.883558748,2.703740453,1,3,Top,Jeremie Rehak,USA,North America,1987,6,-0.584583475,-114.6712948,3.689817963,13.15448267,23.34557829,-39.56494691,3.201,1.615,79.4,2591,6.9,788093,53.57,20,1,2,0,0,2,0,2,0,2,55,-0.004,0.044,-0.044,2,-2,0.709,0.291,33,28,33,29,4.43,-1.49,-1.49
ball-ball,FC,3/16/2026,87.6,-1.94,5.72,"Garcia, Maikel",672580,547179,ball,12,Ball,L,R,R,ITA,VEN,B,1,0,-0.02,0.46,0.211361892,4.540582076,2,7,Top,Jeremie Rehak,USA,North America,1987,6,5.124764086,-127.5567729,2.388407149,-1.294068308,25.39627362,-27.8227293,3.262,1.646,86.8,2678,5.6,788093,54.86,57,2,2,2,2,2,2,2,2,2,187,-0.009,0.05,-0.05,0,0,0.506,0.494,34,26,34,26,2.5,0.02,0.02
ball-ball,FC,3/16/2026,88.3,-1.93,5.67,"Garcia, Maikel",672580,547179,ball,11,Ball,L,R,R,ITA,VEN,B,0,0,0.04,0.57,-0.053284974,3.964121905,2,7,Top,Jeremie Rehak,USA,North America,1987,6,4.372939365,-128.6470453,0.795863153,-0.384516694,24.56219677,-26.1034052,3.262,1.646,87.8,2523,5.7,788093,54.78,57,1,2,2,2,2,2,2,2,2,207,-0.005,0.039,-0.039,0,0,0.511,0.489,34,26,34,26,2.32,-0.04,-0.04
ball-ball,SI,3/16/2026,90.2,-1.78,4.87,"Contreras, William",661388,605400,ball,14,William Contreras walks.,L,R,R,ITA,VEN,B,3,1,-1.72,0.76,0.164877681,1.353442875,0,3,Top,Jeremie Rehak,USA,North America,1987,6,8.591736573,-130.96942,-4.180722233,-21.6518787,29.83196623,-22.67069114,3.13,1.58,90.8,2378,6.9,788093,53.58,18,5,2,0,0,2,0,2,0,2,228,-0.025,0.273,-0.273,2,-2,0.695,0.305,33,28,33,29,2.07,1.72,1.72
